month,state,city,sessions
2024-09,Georgia,Atlanta,17
2024-09,Georgia,Cochran,1
2024-09,Georgia,Cordele,2
2024-09,Georgia,Decatur,2
2024-09,Georgia,Duluth,1
2024-09,Georgia,Gainesville,2
2024-09,Georgia,Hinesville,2
2024-09,Georgia,Hortense,1
2024-09,Georgia,Marietta,3
2024-09,Georgia,Pooler,1
2024-09,Georgia,Stone Mountain,2
2024-09,Hawaii,Unknown,1
2024-09,Hawaii,Honolulu,1
2024-09,Hawaii,Kilauea,3
2024-09,Idaho,Boise,4
2024-09,Idaho,Osburn,1
2024-09,Idaho,Post Falls,1
2024-09,Illinois,Unknown,3
2024-09,Illinois,Barrington,1
2024-09,Illinois,Bloomington,5
2024-09,Illinois,Chicago,97
2024-09,Illinois,Elgin,1
2024-09,Illinois,Elmwood Park,2
2024-09,Illinois,Ingleside,1
2024-09,Illinois,Lockport,1
2024-09,Illinois,Minonk,1
2024-09,Illinois,Morris,1
2024-09,Illinois,Morton Grove,1
2024-09,Illinois,Naperville,1
2024-09,Illinois,Northbrook,1
2024-09,Illinois,Oak Park,1
2024-09,Illinois,Petersburg,1
2024-09,Illinois,Springfield,1
2024-09,Illinois,Villa Park,1
2024-09,Illinois,Wheaton,1
2024-09,Indiana,Unknown,1
2024-09,Indiana,Bloomington,1
2024-09,Indiana,Franklin,1
2024-09,Indiana,Indianapolis,6
2024-09,Indiana,Plainfield,1
2024-09,Indiana,Saint John,2
2024-09,Indiana,Scottsburg,1
2024-09,Indiana,West Lafayette,1
2024-09,Iowa,Unknown,1
2024-09,Iowa,Bettendorf,2
2024-09,Iowa,Des Moines,353
2024-09,Iowa,New Hampton,2
2024-09,Kansas,Goodland,1
2024-09,Kansas,Lawrence,1
2024-09,Kansas,Spring Hill,1
2024-09,Kansas,Wichita,1
2024-09,Kentucky,Cold Spring,1
2024-09,Kentucky,Georgetown,2
2024-09,Kentucky,Louisville,8
2024-09,Louisiana,Covington,1
2024-09,Louisiana,Jena,1
2024-09,Louisiana,Lafayette,3
2024-09,Louisiana,West Monroe,1
2024-09,Maine,Bangor,1
2024-09,Maine,Caribou,2
2024-09,Maine,Lewiston,5
2024-09,Maine,Machias,1
2024-09,Maine,Portland,1
2024-09,Maine,Rockland,1
2024-09,Maryland,Baltimore,2
2024-09,Maryland,Essex,1
2024-09,Maryland,Frederick,1
2024-09,Maryland,Germantown,3
2024-09,Maryland,Hanover,2
2024-09,Maryland,Millersville,1
2024-09,Maryland,New Market,1
2024-09,Maryland,Owings Mills,1
2024-09,Massachusetts,Arlington,1
2024-09,Massachusetts,Boston,13
2024-09,Massachusetts,Brighton,2
2024-09,Massachusetts,Brockton,1
2024-09,Massachusetts,Cambridge,3
2024-09,Massachusetts,Chelsea,1
2024-09,Massachusetts,East Longmeadow,1
2024-09,Massachusetts,Franklin,1
2024-09,Massachusetts,Gloucester,1
2024-09,Massachusetts,Greenfield,1
2024-09,Massachusetts,Haverhill,1
2024-09,Massachusetts,Jamaica Plain,5
2024-09,Massachusetts,Lawrence,1
2024-09,Massachusetts,Marlborough,3
2024-09,Massachusetts,Natick,6
2024-09,Massachusetts,Newton,1
2024-09,Massachusetts,Salem,2
2024-09,Massachusetts,Somerville,2
2024-09,Massachusetts,Springfield,2
2024-09,Massachusetts,Waltham,1
2024-09,Massachusetts,West Roxbury,1
2024-09,Massachusetts,Westford,1
2024-09,Massachusetts,Winthrop,1
2024-09,Massachusetts,Worcester,1
2024-09,Michigan,Ann Arbor,1
2024-09,Michigan,Detroit,5
2024-09,Michigan,Grand Rapids,3
2024-09,Michigan,Hancock,1
2024-09,Michigan,Midland,1
2024-09,Michigan,Millington,1
2024-09,Michigan,Novi,5
2024-09,Michigan,Pinckney,1
2024-09,Michigan,Warren,1
2024-09,Michigan,Ypsilanti,1
2024-09,Minnesota,Champlin,1
2024-09,Minnesota,Circle Pines,1
2024-09,Minnesota,Litchfield,1
2024-09,Minnesota,Minneapolis,22
2024-09,Minnesota,Rochester,2
2024-09,Minnesota,Saint Paul,12
2024-09,Minnesota,White Bear Lake,1
2024-09,Mississippi,Cleveland,2
2024-09,Mississippi,Guntown,1
2024-09,Mississippi,Long Beach,1
2024-09,Missouri,Ballwin,6
2024-09,Missouri,Brumley,2
2024-09,Missouri,City of Saint Peters,1
2024-09,Missouri,Independence,1
2024-09,Missouri,Kansas City,5
2024-09,Missouri,St Louis,6
2024-09,Montana,Helena,2
2024-09,Nebraska,Elkhorn,1
2024-09,Nebraska,Hastings,1
2024-09,Nebraska,Omaha,1
2024-09,Nebraska,Springfield,2
2024-09,Nevada,Henderson,1
2024-09,Nevada,Las Vegas,13
2024-09,Nevada,Reno,3
2024-09,New Hampshire,Unknown,1
2024-09,New Hampshire,Derry,1
2024-09,New Hampshire,Madison,1
2024-09,New Hampshire,Rindge,4
2024-09,New Hampshire,Rochester,1
2024-09,New Jersey,Bergenfield,1
2024-09,New Jersey,Cedar Knolls,4
2024-09,New Jersey,Collingswood,1
2024-09,New Jersey,Edison,6
2024-09,New Jersey,Elizabeth,3
2024-09,New Jersey,Hillsborough,1
2024-09,New Jersey,Iselin,1
2024-09,New Jersey,Jersey City,11
2024-09,New Jersey,Montclair,1
2024-09,New Jersey,Newark,4
2024-09,New Jersey,Palisades Park,1
2024-09,New Jersey,Parsippany,1
2024-09,New Jersey,Princeton,1
2024-09,New Jersey,Ridgefield Park,1
2024-09,New Jersey,Ridgewood,1
2024-09,New Jersey,Somers Point,1
2024-09,New Jersey,Somerset,3
2024-09,New Jersey,Union City,1
2024-09,New Jersey,Vineland,1
2024-09,New Jersey,Wayne,1
2024-09,New Jersey,Wenonah,1
2024-09,New Jersey,Willingboro,2
2024-09,New Mexico,Albuquerque,4
2024-09,New Mexico,Anthony,1
2024-09,New Mexico,Santa Fe,2
2024-09,New York,Unknown,1
2024-09,New York,Brooklyn,96
2024-09,New York,Buffalo,3
2024-09,New York,Canandaigua,1
2024-09,New York,Churchville,4
2024-09,New York,Congers,2
2024-09,New York,East Northport,4
2024-09,New York,Elmont,1
2024-09,New York,Fabius,1
2024-09,New York,Fishkill,2
2024-09,New York,Flushing,6
2024-09,New York,Johnson City,1
2024-09,New York,Lancaster,1
2024-09,New York,Liverpool,1
2024-09,New York,Livingston,1
2024-09,New York,Manhattan,3
2024-09,New York,Minoa,1
2024-09,New York,New York,198
2024-09,New York,Newark,1
2024-09,New York,Orangeburg,2
2024-09,New York,Plainview,1
2024-09,New York,Port Ewen,2
2024-09,New York,Poughkeepsie,1
2024-09,New York,Queens,5
2024-09,New York,Rochester,3
2024-09,New York,Rondout,1
2024-09,New York,Schodack Landing,1
2024-09,New York,Selden,2
2024-09,New York,Staten Island,1
2024-09,New York,Tarrytown,1
2024-09,New York,The Bronx,4
2024-09,New York,White Plains,2
2024-09,New York,Windham,1
2024-09,New York,Woodstock,2
2024-09,New York,Yonkers,2
2024-09,North Carolina,Unknown,4
2024-09,North Carolina,Asheville,3
2024-09,North Carolina,Burnsville,1
2024-09,North Carolina,Charlotte,10
2024-09,North Carolina,Clemmons,1
2024-09,North Carolina,Concord,1
2024-09,North Carolina,Durham,2
2024-09,North Carolina,Fuquay-Varina,6
2024-09,North Carolina,Graham,5
2024-09,North Carolina,Hendersonville,1
2024-09,North Carolina,Lenoir,1
2024-09,North Carolina,Marion,3
2024-09,North Carolina,Morehead City,1
2024-09,North Carolina,Raleigh,4
2024-09,North Carolina,Sanford,1
2024-09,North Carolina,Wake Forest,1
2024-09,North Carolina,Wilmington,1
2024-09,North Dakota,Grand Forks,1
2024-09,North Dakota,Harvey,1
2024-09,Ohio,Akron,2
2024-09,Ohio,Athens,1
2024-09,Ohio,Chagrin Falls,1
2024-09,Ohio,Cincinnati,5
2024-09,Ohio,Columbus,97
2024-09,Ohio,Dayton,4
2024-09,Ohio,Reynoldsburg,1
2024-09,Ohio,Thornville,2
2024-09,Ohio,Twinsburg,1
2024-09,Oklahoma,Unknown,1
2024-09,Oklahoma,Broken Arrow,1
2024-09,Oklahoma,Glenpool,1
2024-09,Oklahoma,Oklahoma City,2
2024-09,Oklahoma,Tulsa,4
2024-09,Oregon,Beaverton,1
2024-09,Oregon,Corvallis,1
2024-09,Oregon,Gresham,1
2024-09,Oregon,Hillsboro,6
2024-09,Oregon,Independence,1
2024-09,Oregon,Lake Oswego,2
2024-09,Oregon,Lincoln City,2
2024-09,Oregon,Medford,5
2024-09,Oregon,Monmouth,2
2024-09,Oregon,Oregon City,1
2024-09,Oregon,Portland,17
2024-09,Oregon,Salem,1
2024-09,Oregon,Silverton,1
2024-09,Pennsylvania,Unknown,1
2024-09,Pennsylvania,Allentown,1
2024-09,Pennsylvania,Allison Park,1
2024-09,Pennsylvania,Berwick,2
2024-09,Pennsylvania,Buckingham,4
2024-09,Pennsylvania,Ellwood City,1
2024-09,Pennsylvania,Furlong,1
2024-09,Pennsylvania,Glenshaw,1
2024-09,Pennsylvania,Glenside,1
2024-09,Pennsylvania,Havertown,1
2024-09,Pennsylvania,Jersey Shore,1
2024-09,Pennsylvania,Lansdale,1
2024-09,Pennsylvania,Meadville,1
2024-09,Pennsylvania,Philadelphia,18
2024-09,Pennsylvania,Phoenixville,1
2024-09,Pennsylvania,Pittsburgh,3
2024-09,Pennsylvania,Slatington,1
2024-09,Pennsylvania,Stroudsburg,2
2024-09,Pennsylvania,Tunkhannock,1
2024-09,Pennsylvania,Wayne,1
2024-09,Pennsylvania,West Chester,1
2024-09,Rhode Island,Providence,3
2024-09,Rhode Island,Tiverton,1
2024-09,South Carolina,Unknown,1
2024-09,South Carolina,Central,1
2024-09,South Carolina,Chapin,1
2024-09,South Carolina,Charleston,1
2024-09,South Carolina,Columbia,1
2024-09,South Carolina,Easley,1
2024-09,South Carolina,Florence,1
2024-09,South Carolina,Fort Mill,3
2024-09,South Carolina,Greenville,1
2024-09,South Carolina,Hilton Head Island,1
2024-09,South Carolina,Lancaster,1
2024-09,South Carolina,Mt. Pleasant,2
2024-09,South Carolina,Summerville,2
2024-09,South Carolina,Sumter,1
2024-09,Tennessee,Cleveland,1
2024-09,Tennessee,Cookeville,1
2024-09,Tennessee,Franklin,3
2024-09,Tennessee,Huntingdon,2
2024-09,Tennessee,Jonesborough,1
2024-09,Tennessee,Lakewood,2
2024-09,Tennessee,Memphis,4
2024-09,Tennessee,Mount Juliet,1
2024-09,Tennessee,Nashville,11
2024-09,Texas,Unknown,2
2024-09,Texas,Alvin,1
2024-09,Texas,Arlington,2
2024-09,Texas,Austin,18
2024-09,Texas,Brady,1
2024-09,Texas,College Station,1
2024-09,Texas,Converse,16
2024-09,Texas,Cypress,1
2024-09,Texas,Dallas,36
2024-09,Texas,El Paso,2
2024-09,Texas,Euless,1
2024-09,Texas,Fort Worth,35
2024-09,Texas,Frisco,1
2024-09,Texas,Garland,5
2024-09,Texas,Godley,2
2024-09,Texas,Grapevine,2
2024-09,Texas,Harker Heights,4
2024-09,Texas,Houston,23
2024-09,Texas,Katy,3
2024-09,Texas,Kingwood,1
2024-09,Texas,Lancaster,1
2024-09,Texas,League City,1
2024-09,Texas,Manor,1
2024-09,Texas,Missouri City,1
2024-09,Texas,New Braunfels,3
2024-09,Texas,Plano,1
2024-09,Texas,Quemado,1
2024-09,Texas,Round Rock,4
2024-09,Texas,San Antonio,427
2024-09,Texas,Yorktown,2
2024-09,Utah,Cedar City,1
2024-09,Utah,Salt Lake City,14
2024-09,Utah,South Jordan,1
2024-09,Vermont,Burlington,6
2024-09,Vermont,South Burlington,1
2024-09,Vermont,Stowe,1
2024-09,Virginia,Unknown,7
2024-09,Virginia,Abingdon,1
2024-09,Virginia,Annandale,2
2024-09,Virginia,Arlington,7
2024-09,Virginia,Blacksburg,2
2024-09,Virginia,Fairfax,3
2024-09,Virginia,Harrisonburg,1
2024-09,Virginia,Henrico,3
2024-09,Virginia,Leesburg,1
2024-09,Virginia,Lovettsville,1
2024-09,Virginia,Manassas,6
2024-09,Virginia,Petersburg,1
2024-09,Virginia,Quantico,2
2024-09,Virginia,Reston,5
2024-09,Virginia,Richmond,1
2024-09,Virginia,Round Hill,1
2024-09,Virginia,Springfield,1
2024-09,Virginia,Tappahannock,306
2024-09,Washington,Unknown,461
2024-09,Washington,Auburn,3
2024-09,Washington,Bellevue,1
2024-09,Washington,East Wenatchee,1
2024-09,Washington,Kirkland,1
2024-09,Washington,Maple Valley,1
2024-09,Washington,Marysville,1
2024-09,Washington,Port Orchard,1
2024-09,Washington,Redmond,1
2024-09,Washington,Seattle,31
2024-09,Washington,Vancouver,1
2024-09,Washington,Washington,2
2024-09,Wisconsin,Appleton,2
2024-09,Wisconsin,Boscobel,2
2024-09,Wisconsin,Madison,1
2024-09,Wisconsin,Milwaukee,2
2024-09,Wisconsin,Muskego,1
2024-09,Wisconsin,Pewaukee,2
2024-09,Wisconsin,Sun Prairie,3
2024-09,Wisconsin,Verona,1
2024-10,Unknown,Unknown,397
2024-10,Alabama,Birmingham,7
2024-10,Alabama,Lincoln,1
2024-10,Alabama,Opelika,1
2024-10,Alabama,Owens Cross Roads,1
2024-10,Arizona,Avondale,1
2024-10,Arizona,Chandler,1
2024-10,Arizona,Mesa,2
2024-10,Arizona,Phoenix,29
2024-10,Arizona,Queen Creek,1
2024-10,Arizona,San Tan Valley,1
2024-10,Arizona,Scottsdale,3
2024-10,Arizona,Sierra Vista,1
2024-10,Arizona,Tempe,2
2024-10,Arkansas,Bentonville,4
2024-10,Arkansas,Conway,1
2024-10,Arkansas,Wynne,1
2024-10,California,Unknown,7
2024-10,California,Alhambra,2
2024-10,California,Anaheim,9
2024-10,California,Auburn,1
2024-10,California,Bakersfield,1
2024-10,California,Bell Gardens,5
2024-10,California,Bellflower,1
2024-10,California,Bolinas,2
2024-10,California,Burlingame,1
2024-10,California,Carlsbad,3
2024-10,California,Cathedral City,2
2024-10,California,Chico,1
2024-10,California,Chino,3
2024-10,California,Chino Hills,5
2024-10,California,Chula Vista,2
2024-10,California,Concord,5
2024-10,California,Corona,1
2024-10,California,Costa Mesa,8
2024-10,California,Crestline,1
2024-10,California,Cypress,7
2024-10,California,Daly City,2
2024-10,California,Dublin,4
2024-10,California,El Cajon,2
2024-10,California,Encinitas,1
2024-10,California,Fontana,2
2024-10,California,Fremont,7
2024-10,California,Fullerton,1
2024-10,California,Hacienda Heights,4
2024-10,California,Half Moon Bay,1
2024-10,California,Hayward,1
2024-10,California,Inglewood,2
2024-10,California,Irvine,4
2024-10,California,La Jolla,2
2024-10,California,Ladera Ranch,1
2024-10,California,Lafayette,2
2024-10,California,Laguna Niguel,4
2024-10,California,Laguna Woods,1
2024-10,California,Lake Forest,20
2024-10,California,Long Beach,2
2024-10,California,Los Altos,2
2024-10,California,Los Angeles,197
2024-10,California,Los Banos,1
2024-10,California,Malibu,1
2024-10,California,Marina del Rey,3
2024-10,California,Menlo Park,1
2024-10,California,Merced,1
2024-10,California,Mill Valley,1
2024-10,California,Montebello,1
2024-10,California,Morgan Hill,2
2024-10,California,Mountain View,12
2024-10,California,Newport Beach,1
2024-10,California,North Hollywood,3
2024-10,California,Oakland,14
2024-10,California,Oceanside,1
2024-10,California,Ojai,3
2024-10,California,Ontario,3
2024-10,California,Oregon House,1
2024-10,California,Orinda,1
2024-10,California,Oxnard,4
2024-10,California,Pacoima,1
2024-10,California,Palm Springs,1
2024-10,California,Paramount,1
2024-10,California,Pasadena,1
2024-10,California,Perris,1
2024-10,California,Pico Rivera,2
2024-10,California,Pittsburg,1
2024-10,California,Rancho Cucamonga,3
2024-10,California,Rancho Palos Verdes,1
2024-10,California,Rancho Santa Margarita,2
2024-10,California,Redondo Beach,1
2024-10,California,Redwood City,18
2024-10,California,Reseda,2
2024-10,California,Rialto,1
2024-10,California,Riverside,2
2024-10,California,Roseville,1
2024-10,California,Sacramento,10
2024-10,California,Salinas,6
2024-10,California,San Bernardino,1
2024-10,California,San Diego,18
2024-10,California,San Francisco,62
2024-10,California,San Gabriel,6
2024-10,California,San Jose,158
2024-10,California,San Luis Obispo,2
2024-10,California,San Marino,1
2024-10,California,San Mateo,2
2024-10,California,San Pablo,2
2024-10,California,San Rafael,2
2024-10,California,Santa Barbara,3
2024-10,California,Santa Clara,6
2024-10,California,Santa Cruz,3
2024-10,California,Santa Monica,8
2024-10,California,Santa Rosa,1
2024-10,California,Sherman Oaks,2
2024-10,California,South Gate,2
2024-10,California,South Pasadena,1
2024-10,California,Spring Valley,1
2024-10,California,St. Helena,2
2024-10,California,Stockton,1
2024-10,California,Studio City,1
2024-10,California,Sunnyvale,4
2024-10,California,Thousand Oaks,2
2024-10,California,Torrance,1
2024-10,California,Trabuco Canyon,4
2024-10,California,Union City,1
2024-10,California,Van Nuys,1
2024-10,California,Victorville,1
2024-10,California,Visalia,1
2024-10,California,Walnut Creek,4
2024-10,California,West Hollywood,28
2024-10,California,Westlake Village,1
2024-10,California,Westminster,1
2024-10,California,Whittier,4
2024-10,California,Woodland Hills,3
2024-10,California,Yorba Linda,2
2024-10,California,Yucca Valley,1
2024-10,Colorado,Aspen,1
2024-10,Colorado,Boulder,1
2024-10,Colorado,Broomfield,2
2024-10,Colorado,Centennial,1
2024-10,Colorado,Colorado Springs,2
2024-10,Colorado,Crestone,1
2024-10,Colorado,Denver,18
2024-10,Colorado,Durango,4
2024-10,Colorado,Fort Collins,9
2024-10,Colorado,Hotchkiss,1
2024-10,Colorado,Louisville,2
2024-10,Colorado,Thornton,3
2024-10,Connecticut,Unknown,1
2024-10,Connecticut,Bethel,1
2024-10,Connecticut,Colchester,1
2024-10,Connecticut,Groton,2
2024-10,Connecticut,Guilford,1
2024-10,Connecticut,Hamden,1
2024-10,Connecticut,Hartford,3
2024-10,Connecticut,Jewett City,1
2024-10,Connecticut,Manchester,1
2024-10,Connecticut,Mansfield Center,1
2024-10,Connecticut,Meriden,2
2024-10,Connecticut,Middletown,1
2024-10,Connecticut,Milford,1
2024-10,Connecticut,New Haven,1
2024-10,Connecticut,Newtown,1
2024-10,Connecticut,Norwalk,4
2024-10,Connecticut,Seymour,2
2024-10,Connecticut,Stratford,2
2024-10,Connecticut,Trumbull,6
2024-10,Connecticut,Wallingford,1
2024-10,Connecticut,West Haven,1
2024-10,Connecticut,Wethersfield,1
2024-10,Delaware,Unknown,2
2024-10,Delaware,New Castle,3
2024-10,District of Columbia,Unknown,1
2024-10,District of Columbia,Washington,37
2024-10,Florida,Unknown,4
2024-10,Florida,Belle Glade,2
2024-10,Florida,Boca Raton,3
2024-10,Florida,Brandon,1
2024-10,Florida,Coral Gables,1
2024-10,Florida,Dania Beach,3
2024-10,Florida,Davenport,1
2024-10,Florida,DeLand,1
2024-10,Florida,Delray Beach,1
2024-10,Florida,Deltona,1
2024-10,Florida,Fernandina Beach,1
2024-10,Florida,Fort Lauderdale,3
2024-10,Florida,Fort Myers,1
2024-10,Florida,Gainesville,17
2024-10,Florida,High Springs,1
2024-10,Florida,Holiday,2
2024-10,Florida,Hollywood,4
2024-10,Florida,Jacksonville,6
2024-10,Florida,Lakeland,1
2024-10,Florida,Lehigh Acres,1
2024-10,Florida,Miami,53
2024-10,Florida,Miami Beach,4
2024-10,Florida,Middleburg,1
2024-10,Florida,New Port Richey,1
2024-10,Florida,North Port,2
2024-10,Florida,Ocala,3
2024-10,Florida,Orange Park,2
2024-10,Florida,Orlando,13
2024-10,Florida,Palm Beach Gardens,1
2024-10,Florida,Port Saint Lucie,4
2024-10,Florida,Saint Augustine,3
2024-10,Florida,Sanford,2
2024-10,Florida,Sarasota,1
2024-10,Florida,Stuart,4
2024-10,Florida,Tampa,6
2024-10,Florida,Winter Garden,1
2024-10,Florida,Winter Park,1
2024-10,Georgia,Atlanta,40
2024-10,Georgia,Augusta,2
2024-10,Georgia,Covington,4
2024-10,Georgia,Cumming,4
2024-10,Georgia,Decatur,4
2024-10,Georgia,Douglasville,1
2024-10,Georgia,Gainesville,11
2024-10,Georgia,Kennesaw,1
2024-10,Georgia,Lawrenceville,7
2024-10,Georgia,Lithonia,1
2024-10,Georgia,Marietta,3
2024-10,Georgia,McDonough,1
2024-10,Georgia,Midville,1
2024-10,Georgia,Savannah,3
2024-10,Georgia,Tifton,1
2024-10,Georgia,Winder,1
2024-10,Hawaii,Honolulu,3
2024-10,Hawaii,Kapolei,1
2024-10,Illinois,Unknown,4
2024-10,Illinois,Albion,1
2024-10,Illinois,Burbank,1
2024-10,Illinois,Carpentersville,1
2024-10,Illinois,Channahon,4
2024-10,Illinois,Chatham,2
2024-10,Illinois,Chicago,39
2024-10,Illinois,Cicero,2
2024-10,Illinois,Davis,1
2024-10,Illinois,Des Plaines,2
2024-10,Illinois,Elgin,3
2024-10,Illinois,Evanston,1
2024-10,Illinois,Lansing,1
2024-10,Illinois,Morton Grove,1
2024-10,Illinois,Oak Brook,1
2024-10,Illinois,Plainfield,1
2024-10,Illinois,Romeoville,2
2024-10,Illinois,Summit,1
2024-10,Illinois,West Frankfort,1
2024-10,Illinois,Westmont,1
2024-10,Illinois,Wood Dale,2
2024-10,Indiana,Bloomington,1
2024-10,Indiana,Delphi,1
2024-10,Indiana,Indianapolis,3
2024-10,Indiana,Loogootee,1
2024-10,Indiana,Marion,1
2024-10,Indiana,North Manchester,2
2024-10,Iowa,Des Moines,225
2024-10,Iowa,Dubuque,2
2024-10,Iowa,Independence,1
2024-10,Iowa,Iowa City,2
2024-10,Iowa,Marion,3
2024-10,Iowa,Spirit Lake,1
2024-10,Kansas,Basehor,1
2024-10,Kansas,Kansas City,10
2024-10,Kansas,Lawrence,1
2024-10,Kansas,Overland Park,4
2024-10,Kentucky,Louisville,10
2024-10,Kentucky,Nicholasville,2
2024-10,Kentucky,Pikeville,1
2024-10,Louisiana,Unknown,3
2024-10,Louisiana,Benton,1
2024-10,Louisiana,Monroe,2
2024-10,Louisiana,Morgan City,3
2024-10,Louisiana,New Orleans,3
2024-10,Louisiana,Thibodaux,1
2024-10,Maine,Bingham,1
2024-10,Maine,Ellsworth,3
2024-10,Maine,Lewiston,3
2024-10,Maine,Portland,7
2024-10,Maryland,Unknown,2
2024-10,Maryland,Annapolis,1
2024-10,Maryland,Baltimore,2
2024-10,Maryland,Bethesda,1
2024-10,Maryland,Columbia,1
2024-10,Maryland,Ellicott City,2
2024-10,Maryland,Frederick,1
2024-10,Maryland,Hyattsville,3
2024-10,Maryland,Laurel,1
2024-10,Maryland,Potomac,2
2024-10,Maryland,Silver Spring,1
2024-10,Maryland,Takoma Park,1
2024-10,Maryland,Upper Marlboro,1
2024-10,Maryland,Windsor Mill,2
2024-10,Massachusetts,Unknown,2
2024-10,Massachusetts,Agawam,1
2024-10,Massachusetts,Billerica,1
2024-10,Massachusetts,Boston,6
2024-10,Massachusetts,Brookline,4
2024-10,Massachusetts,Cambridge,5
2024-10,Massachusetts,Chicopee,1
2024-10,Massachusetts,Fall River,1
2024-10,Massachusetts,Jamaica Plain,2
2024-10,Massachusetts,Malden,1
2024-10,Massachusetts,Natick,6
2024-10,Massachusetts,Newburyport,2
2024-10,Massachusetts,Newton,4
2024-10,Massachusetts,Pittsfield,5
2024-10,Massachusetts,Randolph,4
2024-10,Massachusetts,Shrewsbury,1
2024-10,Massachusetts,Vineyard Haven,1
2024-10,Michigan,Ann Arbor,2
2024-10,Michigan,Birmingham,3
2024-10,Michigan,Bloomfield Hills,2
2024-10,Michigan,Canton,1
2024-10,Michigan,Detroit,1
2024-10,Michigan,Flushing,1
2024-10,Michigan,Grand Rapids,3
2024-10,Michigan,Kalamazoo,2
2024-10,Michigan,Livonia,2
2024-10,Michigan,Manistee,1
2024-10,Michigan,Southfield,1
2024-10,Michigan,Spring Lake,3
2024-10,Michigan,Traverse City,2
2024-10,Michigan,West Bloomfield,1
2024-10,Michigan,Ypsilanti,1
2024-10,Minnesota,Inver Grove Heights,1
2024-10,Minnesota,Lakeville,1
2024-10,Minnesota,Minneapolis,15
2024-10,Minnesota,Perham,2
2024-10,Minnesota,Saint Paul,5
2024-10,Minnesota,White Bear Lake,1
2024-10,Mississippi,Pontotoc,2
2024-10,Mississippi,Tupelo,3
2024-10,Missouri,Unknown,1
2024-10,Missouri,Columbia,3
2024-10,Missouri,Farmington,1
2024-10,Missouri,Festus,4
2024-10,Missouri,Kansas City,7
2024-10,Missouri,Pevely,1
2024-10,Missouri,St Louis,14
2024-10,Missouri,Wentzville,1
2024-10,Montana,Butte,1
2024-10,Montana,Missoula,2
2024-10,Nebraska,Bellevue,1
2024-10,Nebraska,Lincoln,2
2024-10,Nebraska,Omaha,4
2024-10,Nevada,Unknown,2
2024-10,Nevada,Carson City,1
2024-10,Nevada,Henderson,3
2024-10,Nevada,Las Vegas,14
2024-10,Nevada,Reno,2
2024-10,New Hampshire,Bradford,13
2024-10,New Hampshire,Manchester,3
2024-10,New Hampshire,Rochester,2
2024-10,New Jersey,Asbury Park,1
2024-10,New Jersey,Belleville,1
2024-10,New Jersey,Bernardsville,2
2024-10,New Jersey,Cedar Knolls,4
2024-10,New Jersey,Cinnaminson,2
2024-10,New Jersey,Clifton,1
2024-10,New Jersey,Edison,4
2024-10,New Jersey,Englewood,1
2024-10,New Jersey,Hackensack,1
2024-10,New Jersey,Hillsdale,1
2024-10,New Jersey,Hoboken,1
2024-10,New Jersey,Jersey City,16
2024-10,New Jersey,Livingston,2
2024-10,New Jersey,Manalapan,2
2024-10,New Jersey,Maplewood,2
2024-10,New Jersey,Maywood,1
2024-10,New Jersey,Middlesex,2
2024-10,New Jersey,Morganville,2
2024-10,New Jersey,Newark,2
2024-10,New Jersey,Northvale,2
2024-10,New Jersey,Princeton,2
2024-10,New Jersey,Rutherford,1
2024-10,New Jersey,South Bound Brook,1
2024-10,New Jersey,Summit,1
2024-10,New Jersey,Teaneck,1
2024-10,New Jersey,Union,1
2024-10,New Jersey,West Orange,1
2024-10,New Jersey,Willingboro,5
2024-10,New Mexico,Albuquerque,25
2024-10,New Mexico,Anthony,1
2024-10,New Mexico,Los Lunas,4
2024-10,New York,Amsterdam,1
2024-10,New York,Blauvelt,1
2024-10,New York,Brooklyn,141
2024-10,New York,Buffalo,10
2024-10,New York,Delmar,1
2024-10,New York,East Hampton,2
2024-10,New York,East Northport,5
2024-10,New York,Greenport,1
2024-10,New York,Highland,2
2024-10,New York,Irvington,1
2024-10,New York,Lynbrook,2
2024-10,New York,Mamaroneck,4
2024-10,New York,Manhasset,1
2024-10,New York,Margaretville,3
2024-10,New York,Middleburgh,1
2024-10,New York,Monroe,2
2024-10,New York,New York,167
2024-10,New York,Newark,6
2024-10,New York,Newburgh,2
2024-10,New York,Poughkeepsie,8
2024-10,New York,Queens,28
2024-10,New York,Rochester,2
2024-10,New York,Saint James,1
2024-10,New York,Saugerties,1
2024-10,New York,Staten Island,1
2024-10,New York,Syracuse,8
2024-10,New York,The Bronx,21
2024-10,New York,Tuckahoe,2
2024-10,New York,White Plains,7
2024-10,North Carolina,Unknown,8
2024-10,North Carolina,Chapel Hill,1
2024-10,North Carolina,Charlotte,5
2024-10,North Carolina,Durham,3
2024-10,North Carolina,Greensboro,2
2024-10,North Carolina,Huntersville,1
2024-10,North Carolina,Jamestown,2
2024-10,North Carolina,Lincolnton,1
2024-10,North Carolina,Morrisville,2
2024-10,North Carolina,Ocean Isle Beach,1
2024-10,North Carolina,Raleigh,1
2024-10,North Carolina,Sylva,1
2024-10,North Carolina,Wake Forest,1
2024-10,North Carolina,Wilmington,1
2024-10,North Dakota,Ray,1
2024-10,Ohio,Unknown,4
2024-10,Ohio,Akron,2
2024-10,Ohio,Cincinnati,3
2024-10,Ohio,Cleveland,2
2024-10,Ohio,Columbus,28
2024-10,Ohio,Dayton,2
2024-10,Ohio,Delaware,1
2024-10,Ohio,Hilliard,1
2024-10,Ohio,Hillsboro,1
