month,state,city,sessions
2025-09,California,Santa Clara,26
2025-09,California,Santa Monica,3
2025-09,California,Santa Rosa,1
2025-09,California,Seaside,1
2025-09,California,Sherman Oaks,1
2025-09,California,Soledad,1
2025-09,California,South Gate,2
2025-09,California,Spring Valley,1
2025-09,California,Sunnyvale,2
2025-09,California,Union City,3
2025-09,California,Van Nuys,2
2025-09,California,Ventura,1
2025-09,California,West Hollywood,5
2025-09,California,West Sacramento,1
2025-09,California,Westminster,3
2025-09,California,Whittier,3
2025-09,California,Wilmington,1
2025-09,California,Yuba City,1
2025-09,Colorado,Unknown,1
2025-09,Colorado,Avon,2
2025-09,Colorado,Boulder,2
2025-09,Colorado,Broomfield,1
2025-09,Colorado,Colorado Springs,5
2025-09,Colorado,Denver,24
2025-09,Colorado,Grand Junction,2
2025-09,Connecticut,Bridgeport,2
2025-09,Connecticut,Groton,2
2025-09,Connecticut,Hartford,1
2025-09,Connecticut,Manchester,1
2025-09,Connecticut,New Haven,9
2025-09,Connecticut,Old Lyme,1
2025-09,Connecticut,Rocky Hill,1
2025-09,Connecticut,Stamford,1
2025-09,Connecticut,Vernon,1
2025-09,Connecticut,Waterbury,2
2025-09,Delaware,Wilmington,1
2025-09,District of Columbia,Washington,34
2025-09,Florida,Unknown,2
2025-09,Florida,Bartow,3
2025-09,Florida,Boca Raton,3
2025-09,Florida,Bonita Springs,1
2025-09,Florida,Boynton Beach,1
2025-09,Florida,Cape Coral,1
2025-09,Florida,Casselberry,1
2025-09,Florida,Fort Lauderdale,2
2025-09,Florida,Fort Myers,1
2025-09,Florida,Fort Walton Beach,5
2025-09,Florida,Jacksonville,8
2025-09,Florida,Kissimmee,6
2025-09,Florida,Lakeland,1
2025-09,Florida,Land O' Lakes,1
2025-09,Florida,Longwood,9
2025-09,Florida,Melbourne Beach,2
2025-09,Florida,Miami,74
2025-09,Florida,Miami Beach,3
2025-09,Florida,Orlando,18
2025-09,Florida,Palm Beach Gardens,1
2025-09,Florida,Palmetto,5
2025-09,Florida,Pompano Beach,1
2025-09,Florida,Port Richey,1
2025-09,Florida,Riverview,1
2025-09,Florida,Sanford,2
2025-09,Florida,Sarasota,5
2025-09,Florida,St. Petersburg,1
2025-09,Florida,Tampa,22
2025-09,Florida,Wauchula,1
2025-09,Florida,Wellington,1
2025-09,Florida,Wesley Chapel,1
2025-09,Florida,Winter Garden,4
2025-09,Florida,Winter Haven,2
2025-09,Florida,Winter Park,3
2025-09,Florida,Zephyrhills,1
2025-09,Georgia,Unknown,3
2025-09,Georgia,Acworth,2
2025-09,Georgia,Alma,1
2025-09,Georgia,Athens,2
2025-09,Georgia,Atlanta,52
2025-09,Georgia,Bogart,1
2025-09,Georgia,Columbus,1
2025-09,Georgia,Conyers,1
2025-09,Georgia,Duluth,1
2025-09,Georgia,Marietta,6
2025-09,Georgia,Newnan,8
2025-09,Georgia,Powder Springs,1
2025-09,Georgia,Rincon,1
2025-09,Georgia,Smyrna,2
2025-09,Georgia,Social Circle,114
2025-09,Georgia,Warner Robins,1
2025-09,Hawaii,Honolulu,6
2025-09,Hawaii,Kīhei,1
2025-09,Hawaii,Waipahu,1
2025-09,Idaho,Boise,3
2025-09,Idaho,Coeur d'Alene,1
2025-09,Idaho,Plummer,1
2025-09,Illinois,Anna,2
2025-09,Illinois,Berwyn,3
2025-09,Illinois,Chicago,126
2025-09,Illinois,Cicero,1
2025-09,Illinois,DeKalb,9
2025-09,Illinois,Elk Grove Village,2
2025-09,Illinois,Elmhurst,1
2025-09,Illinois,Lake Zurich,4
2025-09,Illinois,Lombard,2
2025-09,Illinois,McHenry,1
2025-09,Illinois,Morton Grove,3
2025-09,Illinois,Orland Park,3
2025-09,Illinois,Rockford,1
2025-09,Illinois,Rolling Mdws,3
2025-09,Indiana,Bloomington,2
2025-09,Indiana,Indianapolis,6
2025-09,Indiana,Jeffersonville,1
2025-09,Indiana,Plainfield,1
2025-09,Indiana,Valparaiso,1
2025-09,Iowa,Des Moines,28
2025-09,Iowa,Postville,1
2025-09,Iowa,Spirit Lake,2
2025-09,Kansas,Unknown,1
2025-09,Kansas,Kansas City,3
2025-09,Kansas,Leavenworth,2
2025-09,Kansas,Lenexa,1
2025-09,Kansas,Olathe,8
2025-09,Kansas,Overland Park,5
2025-09,Kansas,Sedan,1
2025-09,Kentucky,Bowling Green,3
2025-09,Kentucky,Louisville,4
2025-09,Louisiana,Baton Rouge,6
2025-09,Louisiana,Chalmette,1
2025-09,Louisiana,New Orleans,7
2025-09,Maine,Cape Elizabeth,4
2025-09,Maine,Falmouth,2
2025-09,Maine,Lisbon,1
2025-09,Maine,Portland,6
2025-09,Maine,Waterville,2
2025-09,Maine,Westbrook,2
2025-09,Maryland,Baltimore,7
2025-09,Maryland,Bethesda,1
2025-09,Maryland,Brooklyn,1
2025-09,Maryland,Chevy Chase,1
2025-09,Maryland,College Park,1
2025-09,Maryland,Columbia,1
2025-09,Maryland,Gaithersburg,1
2025-09,Maryland,Glen Burnie,1
2025-09,Maryland,Gwynn Oak,1
2025-09,Maryland,Hampstead,1
2025-09,Maryland,Laurel,3
2025-09,Maryland,Owings Mills,1
2025-09,Maryland,Rockville,1
2025-09,Maryland,Silver Spring,1
2025-09,Maryland,Temple Hills,2
2025-09,Massachusetts,Agawam,1
2025-09,Massachusetts,Amesbury,3
2025-09,Massachusetts,Amherst,1
2025-09,Massachusetts,Belmont,2
2025-09,Massachusetts,Boston,31
2025-09,Massachusetts,Brockton,1
2025-09,Massachusetts,Brookline,8
2025-09,Massachusetts,Cambridge,9
2025-09,Massachusetts,Chelsea,2
2025-09,Massachusetts,Dedham,1
2025-09,Massachusetts,East Falmouth,6
2025-09,Massachusetts,Ipswich,1
2025-09,Massachusetts,Lowell,3
2025-09,Massachusetts,Ludlow,1
2025-09,Massachusetts,Malden,1
2025-09,Massachusetts,Medford,6
2025-09,Massachusetts,Melrose,1
2025-09,Massachusetts,New Bedford,1
2025-09,Massachusetts,Northampton,1
2025-09,Massachusetts,Roxbury,1
2025-09,Massachusetts,Sandwich,1
2025-09,Massachusetts,Uxbridge,1
2025-09,Massachusetts,Waltham,5
2025-09,Michigan,Ann Arbor,2
2025-09,Michigan,Birmingham,2
2025-09,Michigan,Cadillac,1
2025-09,Michigan,Dearborn Heights,3
2025-09,Michigan,Detroit,10
2025-09,Michigan,Dowagiac,2
2025-09,Michigan,East Lansing,1
2025-09,Michigan,Farmington Hills,1
2025-09,Michigan,Fraser,3
2025-09,Michigan,Grand Rapids,2
2025-09,Michigan,Kalamazoo,3
2025-09,Michigan,Northville,1
2025-09,Michigan,Pentwater,1
2025-09,Michigan,Rochester Hills,1
2025-09,Michigan,Roscommon,1
2025-09,Michigan,Taylor,1
2025-09,Michigan,Troy,3
2025-09,Michigan,Warren,1
2025-09,Michigan,Westland,1
2025-09,Minnesota,Edina,1
2025-09,Minnesota,Maple Grove,1
2025-09,Minnesota,Minneapolis,32
2025-09,Minnesota,Princeton,1
2025-09,Minnesota,Saint Paul,6
2025-09,Minnesota,Victoria,3
2025-09,Mississippi,Canton,3
2025-09,Mississippi,Oxford,1
2025-09,Missouri,Elsberry,1
2025-09,Missouri,Festus,1
2025-09,Missouri,Joplin,2
2025-09,Missouri,Kansas City,19
2025-09,Missouri,Lee's Summit,2
2025-09,Missouri,Springfield,2
2025-09,Missouri,St Louis,16
2025-09,Montana,Big Sky,2
2025-09,Montana,Billings,1
2025-09,Montana,Missoula,2
2025-09,Nebraska,Lincoln,1
2025-09,Nebraska,Omaha,10
2025-09,Nevada,Carson City,1
2025-09,Nevada,Las Vegas,14
2025-09,Nevada,North Las Vegas,2
2025-09,Nevada,Paradise,3
2025-09,Nevada,Reno,3
2025-09,New Hampshire,Derry,8
2025-09,New Hampshire,Farmington,2
2025-09,New Jersey,Unknown,2
2025-09,New Jersey,Bayonne,1
2025-09,New Jersey,Bloomfield,1
2025-09,New Jersey,Cedar Knolls,16
2025-09,New Jersey,Cliffside Park,1
2025-09,New Jersey,Clifton,10
2025-09,New Jersey,East Orange,1
2025-09,New Jersey,Edison,1
2025-09,New Jersey,Egg Harbor,7
2025-09,New Jersey,Fort Lee,3
2025-09,New Jersey,Freehold,1
2025-09,New Jersey,Harrison,2
2025-09,New Jersey,Hillsdale,1
2025-09,New Jersey,Hoboken,1
2025-09,New Jersey,Jackson,1
2025-09,New Jersey,Jersey City,11
2025-09,New Jersey,Kearny,3
2025-09,New Jersey,Manahawkin,5
2025-09,New Jersey,Mount Laurel,15
2025-09,New Jersey,New Providence,1
2025-09,New Jersey,Newark,13
2025-09,New Jersey,North Arlington,1
2025-09,New Jersey,Plainsboro,5
2025-09,New Jersey,Princeton,1
2025-09,New Jersey,Sewell,1
2025-09,New Jersey,Toms River,2
2025-09,New Jersey,Union City,1
2025-09,New Jersey,Wayne,1
2025-09,New Jersey,West Orange,7
2025-09,New Mexico,Albuquerque,3
2025-09,New Mexico,Las Cruces,1
2025-09,New Mexico,Roswell,2
2025-09,New York,Accord,2
2025-09,New York,Brentwood,2
2025-09,New York,Brookhaven,1
2025-09,New York,Brooklyn,185
2025-09,New York,Buffalo,3
2025-09,New York,Cicero,4
2025-09,New York,Clifton Park,1
2025-09,New York,Commack,1
2025-09,New York,Coram,1
2025-09,New York,Cortlandt Manor,1
2025-09,New York,Glen Head,1
2025-09,New York,Guilderland,2
2025-09,New York,Hicksville,1
2025-09,New York,High Falls,1
2025-09,New York,Hudson,1
2025-09,New York,Huntington,1
2025-09,New York,Ithaca,3
2025-09,New York,Katonah,1
2025-09,New York,Latham,1
2025-09,New York,Locke,1
2025-09,New York,Long Beach,1
2025-09,New York,Manlius,1
2025-09,New York,Mastic,7
2025-09,New York,Medford,1
2025-09,New York,Monroe,1
2025-09,New York,New City,2
2025-09,New York,New Hyde Park,1
2025-09,New York,New Paltz,1
2025-09,New York,New Rochelle,5
2025-09,New York,New York,373
2025-09,New York,Newark,25
2025-09,New York,Oneonta,2
2025-09,New York,Orangeburg,1
2025-09,New York,Pittsford,2
2025-09,New York,Queens,47
2025-09,New York,Rochester,5
2025-09,New York,Rockville Centre,1
2025-09,New York,Syracuse,6
2025-09,New York,The Bronx,23
2025-09,New York,Troy,8
2025-09,New York,Woodstock,2
2025-09,North Carolina,Angier,2
2025-09,North Carolina,Asheboro,1
2025-09,North Carolina,Cary,2
2025-09,North Carolina,Chapel Hill,2
2025-09,North Carolina,Charlotte,19
2025-09,North Carolina,Cornelius,7
2025-09,North Carolina,Durham,5
2025-09,North Carolina,Fayetteville,2
2025-09,North Carolina,Fuquay-Varina,1
2025-09,North Carolina,Hickory,2
2025-09,North Carolina,Hillsborough,1
2025-09,North Carolina,Kernersville,1
2025-09,North Carolina,Kitty Hawk,3
2025-09,North Carolina,Leland,3
2025-09,North Carolina,Morganton,8
2025-09,North Carolina,Raleigh,4
2025-09,North Carolina,Roxboro,2
2025-09,North Carolina,Wilmington,2
2025-09,North Dakota,Grand Forks,2
2025-09,Ohio,Unknown,2
2025-09,Ohio,Broadview Heights,1
2025-09,Ohio,Cincinnati,7
2025-09,Ohio,Cleveland,11
2025-09,Ohio,Cleveland Heights,2
2025-09,Ohio,Columbus,43
2025-09,Ohio,Dayton,1
2025-09,Ohio,Eaton,2
2025-09,Ohio,Lima,2
2025-09,Ohio,Loveland,1
2025-09,Ohio,Mansfield,1
2025-09,Ohio,Middletown,2
2025-09,Ohio,Springboro,1
2025-09,Ohio,Strongsville,1
2025-09,Ohio,Wilmington,2
2025-09,Oklahoma,Broken Arrow,2
2025-09,Oklahoma,Guymon,1
2025-09,Oklahoma,Oklahoma City,6
2025-09,Oklahoma,Tulsa,33
2025-09,Oregon,Albany,2
2025-09,Oregon,Beaverton,1
2025-09,Oregon,Central Point,1
2025-09,Oregon,Clackamas,1
2025-09,Oregon,Coos Bay,1
2025-09,Oregon,Eugene,1
2025-09,Oregon,Gresham,4
2025-09,Oregon,Heppner,1
2025-09,Oregon,Hillsboro,11
2025-09,Oregon,Medford,1
2025-09,Oregon,Portland,38
2025-09,Oregon,Warm Springs,2
2025-09,Pennsylvania,Unknown,3
2025-09,Pennsylvania,Aliquippa,1
2025-09,Pennsylvania,Allentown,3
2025-09,Pennsylvania,Ambler,1
2025-09,Pennsylvania,Ardmore,1
2025-09,Pennsylvania,Columbia,1
2025-09,Pennsylvania,East Stroudsburg,1
2025-09,Pennsylvania,Emmaus,1
2025-09,Pennsylvania,Harrisburg,1
2025-09,Pennsylvania,Lancaster,3
2025-09,Pennsylvania,Lansdowne,2
2025-09,Pennsylvania,Lehighton,1
2025-09,Pennsylvania,Mount Joy,2
2025-09,Pennsylvania,Norristown,4
2025-09,Pennsylvania,North Versailles,1
2025-09,Pennsylvania,Palmyra,1
2025-09,Pennsylvania,Philadelphia,44
2025-09,Pennsylvania,Pittsburgh,13
2025-09,Pennsylvania,Reading,6
2025-09,Pennsylvania,Warminster,1
2025-09,Pennsylvania,York,1
2025-09,Rhode Island,Middletown,1
2025-09,Rhode Island,Providence,5
2025-09,Rhode Island,Warwick,3
2025-09,South Carolina,Charleston,24
2025-09,South Carolina,Fort Mill,2
2025-09,South Carolina,Greenville,10
2025-09,South Carolina,Mt. Pleasant,2
2025-09,South Carolina,Pageland,1
2025-09,South Carolina,Summerville,1
2025-09,South Carolina,Sumter,1
2025-09,South Dakota,Aberdeen,1
2025-09,South Dakota,Avon,1
2025-09,South Dakota,Pierre,1
2025-09,South Dakota,Sioux Falls,1
2025-09,Tennessee,Unknown,1
2025-09,Tennessee,Antioch,1
2025-09,Tennessee,Cookeville,1
2025-09,Tennessee,Knoxville,1
2025-09,Tennessee,Lawrenceburg,3
2025-09,Tennessee,Loudon,1
2025-09,Tennessee,Memphis,5
2025-09,Tennessee,Morristown,1
2025-09,Tennessee,Mount Juliet,1
2025-09,Tennessee,Nashville,6
2025-09,Texas,Unknown,7
2025-09,Texas,Amarillo,1
2025-09,Texas,Arlington,3
2025-09,Texas,Austin,40
2025-09,Texas,Brownsville,7
2025-09,Texas,Coppell,1
2025-09,Texas,Dallas,72
2025-09,Texas,El Paso,1
2025-09,Texas,Flower Mound,3
2025-09,Texas,Fort Worth,263
2025-09,Texas,Fredericksburg,5
2025-09,Texas,Garland,2
2025-09,Texas,Grand Prairie,1
2025-09,Texas,Harlingen,1
2025-09,Texas,Houston,25
2025-09,Texas,Irving,1
2025-09,Texas,Katy,2
2025-09,Texas,Keller,2
2025-09,Texas,Kingwood,2
2025-09,Texas,Kyle,3
2025-09,Texas,La Grange,1
2025-09,Texas,Leander,1
2025-09,Texas,Lubbock,1
2025-09,Texas,McAllen,3
2025-09,Texas,McCamey,1
2025-09,Texas,McKinney,1
2025-09,Texas,Pasadena,3
2025-09,Texas,Pearland,1
2025-09,Texas,Pflugerville,1
2025-09,Texas,Plano,2
2025-09,Texas,Porter,1
2025-09,Texas,Richardson,6
2025-09,Texas,Rockwall,2
2025-09,Texas,Round Rock,1
2025-09,Texas,San Antonio,23
2025-09,Texas,San Benito,2
2025-09,Texas,Stanton,1
2025-09,Texas,Sweetwater,1
2025-09,Texas,Woodway,1
2025-09,Utah,Unknown,2
2025-09,Utah,Delta,1
2025-09,Utah,Draper,8
2025-09,Utah,Herriman,1
2025-09,Utah,Lehi,1
2025-09,Utah,Salt Lake City,12
2025-09,Utah,Sandy,1
2025-09,Utah,South Jordan,1
2025-09,Utah,St. George,6
2025-09,Utah,Syracuse,3
2025-09,Utah,West Valley City,2
2025-09,Vermont,Burlington,2
2025-09,Vermont,White River Junction,2
2025-09,Virginia,Alexandria,3
2025-09,Virginia,Annandale,1
2025-09,Virginia,Arlington,2
2025-09,Virginia,Centreville,2
2025-09,Virginia,Chesapeake,2
2025-09,Virginia,Chesterfield Court House,1
2025-09,Virginia,Courtland,1
2025-09,Virginia,Fredericksburg,1
2025-09,Virginia,Gainesville,6
2025-09,Virginia,Herndon,1
2025-09,Virginia,Leesburg,3
2025-09,Virginia,Manassas,3
2025-09,Virginia,Midlothian,1
2025-09,Virginia,Radford,1
2025-09,Virginia,Reston,3
2025-09,Virginia,Richmond,6
2025-09,Virginia,Roanoke,5
2025-09,Virginia,Vienna,4
2025-09,Virginia,Virginia Beach,2
2025-09,Virginia,Woodstock,1
2025-09,Washington,Unknown,74
2025-09,Washington,Auburn,3
2025-09,Washington,Bellingham,2
2025-09,Washington,Bothell,5
2025-09,Washington,Centralia,1
2025-09,Washington,Cougar,2
2025-09,Washington,Everett,3
2025-09,Washington,Federal Way,2
2025-09,Washington,Kent,1
2025-09,Washington,Kirkland,2
2025-09,Washington,Long Beach,1
2025-09,Washington,Mount Vernon,2
2025-09,Washington,Redmond,7
2025-09,Washington,Renton,5
2025-09,Washington,Sammamish,5
2025-09,Washington,Seattle,50
2025-09,Washington,Tacoma,5
2025-09,Washington,Tukwila,13
2025-09,Washington,Vancouver,5
2025-09,West Virginia,Beckley,1
2025-09,Wisconsin,Appleton,10
2025-09,Wisconsin,Hudson,1
2025-09,Wisconsin,Lodi,1
2025-09,Wisconsin,Madison,3
2025-09,Wisconsin,Milwaukee,9
2025-09,Wisconsin,Mukwonago,7
2025-09,Wisconsin,Tomahawk,1
2025-09,Wyoming,Casper,1
2025-10,Unknown,Unknown,411
2025-10,Alabama,Unknown,25
2025-10,Alabama,Alabaster,1
2025-10,Alabama,Albertville,2
2025-10,Alabama,Alexander City,1
2025-10,Alabama,Anniston,1
2025-10,Alabama,Auburn,2
2025-10,Alabama,Birmingham,18
2025-10,Alabama,Brewton,1
2025-10,Alabama,Enterprise,1
2025-10,Alabama,Fairhope,2
2025-10,Alabama,Foley,2
2025-10,Alabama,Helena,1
2025-10,Alabama,Hoover,1
2025-10,Alabama,Huntsville,5
2025-10,Alabama,Livingston,2
2025-10,Alabama,Madison,4
2025-10,Alabama,Marion,1
2025-10,Alabama,Mobile,7
2025-10,Alabama,Pelham,1
2025-10,Alabama,Roanoke,1
2025-10,Alabama,Tuscaloosa,3
2025-10,Alabama,Vernon,1
2025-10,Alaska,Anchorage,3
2025-10,Alaska,Wasilla,2
2025-10,Arizona,Unknown,6
2025-10,Arizona,Camp Verde,1
2025-10,Arizona,Chandler,5
2025-10,Arizona,Chino Valley,1
2025-10,Arizona,Flagstaff,1
2025-10,Arizona,Gilbert,7
2025-10,Arizona,Glendale,2
2025-10,Arizona,Hereford,1
2025-10,Arizona,Holbrook,1
2025-10,Arizona,Kingman,2
2025-10,Arizona,Lake Havasu City,3
2025-10,Arizona,Mesa,11
2025-10,Arizona,Page,1
2025-10,Arizona,Peoria,1
2025-10,Arizona,Phoenix,87
2025-10,Arizona,Prescott Valley,2
2025-10,Arizona,Queen Creek,3
2025-10,Arizona,Sahuarita,2
2025-10,Arizona,Salome,1
2025-10,Arizona,Scottsdale,6
2025-10,Arizona,Sun City,1
2025-10,Arizona,Tempe,2
2025-10,Arizona,Tucson,20
2025-10,Arizona,Vail,1
2025-10,Arkansas,Arkadelphia,1
2025-10,Arkansas,Bentonville,2
2025-10,Arkansas,Camden,2
2025-10,Arkansas,Conway,1
2025-10,Arkansas,Fayetteville,5
2025-10,Arkansas,Fort Smith,2
2025-10,Arkansas,Jonesboro,2
2025-10,Arkansas,Little Rock,7
2025-10,Arkansas,Maumelle,1
2025-10,Arkansas,North Little Rock,2
2025-10,Arkansas,Paragould,1
2025-10,Arkansas,Rogers,2
2025-10,Arkansas,Russellville,1
2025-10,Arkansas,Searcy,1
2025-10,Arkansas,Springdale,2
2025-10,Arkansas,Waldron,1
2025-10,California,Unknown,11
2025-10,California,Acalanes Ridge,1
2025-10,California,Alameda,6
2025-10,California,Alhambra,3
2025-10,California,Aliso Viejo,4
2025-10,California,Anaheim,23
2025-10,California,Antioch,4
2025-10,California,Arcata,5
2025-10,California,Auburn,3
2025-10,California,Bakersfield,4
2025-10,California,Banning,2
2025-10,California,Bellflower,1
2025-10,California,Belmont,1
2025-10,California,Belvedere Tiburon,4
2025-10,California,Berkeley,16
2025-10,California,Beverly Hills,4
2025-10,California,Boulder Creek,1
2025-10,California,Brea,2
2025-10,California,Brentwood,2
2025-10,California,Buena Park,1
2025-10,California,Burbank,5
2025-10,California,Burlingame,1
2025-10,California,Calabasas,1
2025-10,California,Calexico,4
2025-10,California,Camarillo,1
2025-10,California,Campbell,2
2025-10,California,Carlsbad,3
2025-10,California,Carson,1
2025-10,California,Castro Valley,5
2025-10,California,Cathedral City,1
2025-10,California,Cerritos,2
2025-10,California,Chatsworth,1
2025-10,California,Chico,5
2025-10,California,Chino Hills,1
2025-10,California,Chula Vista,11
2025-10,California,Citrus Heights,5
2025-10,California,Clearlake,1
2025-10,California,Colton,2
2025-10,California,Concord,5
2025-10,California,Corona,1
2025-10,California,Coronado,1
2025-10,California,Costa Mesa,4
2025-10,California,Cottonwood,1
2025-10,California,Crescent City,1
2025-10,California,Cupertino,2
2025-10,California,Cypress,2
2025-10,California,Daly City,8
2025-10,California,Danville,1
2025-10,California,Delano,1
2025-10,California,Diamond Bar,1
2025-10,California,Dixon,1
2025-10,California,Downey,1
2025-10,California,Dublin,2
2025-10,California,East Los Angeles,21
2025-10,California,El Cajon,11
2025-10,California,El Cerrito,2
2025-10,California,El Dorado Hills,1
2025-10,California,El Segundo,2
2025-10,California,El Sobrante,1
2025-10,California,Elk Grove,4
2025-10,California,Escondido,7
2025-10,California,Eureka,1
2025-10,California,Exeter,1
2025-10,California,Fair Oaks,2
2025-10,California,Fairfield,8
2025-10,California,Fallbrook,1
2025-10,California,Folsom,3
2025-10,California,Fontana,2
2025-10,California,Fountain Valley,1
2025-10,California,Fremont,9
2025-10,California,Fresno,13
2025-10,California,Fullerton,5
2025-10,California,Garden Grove,1
2025-10,California,Gilroy,1
2025-10,California,Glendale,9
2025-10,California,Glendora,2
2025-10,California,Grass Valley,1
2025-10,California,Gustine,1
2025-10,California,Hawthorne,5
2025-10,California,Hayward,19
2025-10,California,Highland,1
2025-10,California,Hollister,1
2025-10,California,Huntington Beach,3
2025-10,California,Indio,4
2025-10,California,Inglewood,12
2025-10,California,Irvine,15
2025-10,California,Knights Landing,1
2025-10,California,La Cañada Flintridge,1
2025-10,California,La Jolla,2
2025-10,California,La Mesa,1
2025-10,California,La Puente,1
2025-10,California,Laguna Niguel,3
2025-10,California,Lake Elsinore,1
2025-10,California,Lake Forest,4
2025-10,California,Lamont,1
2025-10,California,Lemon Grove,2
2025-10,California,Livermore,4
2025-10,California,Lodi,2
2025-10,California,Lomita,2
2025-10,California,Lompoc,2
2025-10,California,Long Beach,21
2025-10,California,Los Altos,1
2025-10,California,Los Angeles,342
2025-10,California,Los Gatos,1
2025-10,California,Los Osos,3
2025-10,California,Madera,1
2025-10,California,Manhattan Beach,1
2025-10,California,Marina,1
2025-10,California,Marina del Rey,2
2025-10,California,Martinez,4
2025-10,California,McKinleyville,3
2025-10,California,Menifee,1
2025-10,California,Menlo Park,1
2025-10,California,Merced,3
2025-10,California,Mill Valley,1
2025-10,California,Millbrae,1
2025-10,California,Milpitas,2
2025-10,California,Mira Loma,3
2025-10,California,Mission Viejo,2
2025-10,California,Modesto,2
2025-10,California,Monrovia,2
2025-10,California,Montebello,5
2025-10,California,Monterey,2
2025-10,California,Monterey Park,1
2025-10,California,Moreno Valley,1
2025-10,California,Morgan Hill,3
2025-10,California,Morro Bay,1
2025-10,California,Mountain House,1
2025-10,California,Mountain View,7
2025-10,California,Murrieta,3
2025-10,California,Napa,2
2025-10,California,Newark,2
2025-10,California,Newbury Park,2
2025-10,California,Newport Beach,2
2025-10,California,North Hills,2
2025-10,California,North Hollywood,6
2025-10,California,Northridge,1
2025-10,California,Norwalk,1
2025-10,California,Oakland,42
2025-10,California,Oceanside,4
2025-10,California,Ojai,1
2025-10,California,Ontario,7
2025-10,California,Orange,5
2025-10,California,Oroville,1
2025-10,California,Oxnard,2
2025-10,California,Pacifica,1
2025-10,California,Pacoima,3
2025-10,California,Palm Springs,1
2025-10,California,Palmdale,2
2025-10,California,Palo Alto,4
2025-10,California,Panorama City,3
2025-10,California,Paramount,1
2025-10,California,Pasadena,9
2025-10,California,Paso Robles,2
2025-10,California,Petaluma,1
2025-10,California,Pittsburg,5
2025-10,California,Placentia,1
2025-10,California,Playa Vista,1
2025-10,California,Pleasant Hill,1
2025-10,California,Pleasanton,3
2025-10,California,Point Arena,2
2025-10,California,Porter Ranch,1
2025-10,California,Porterville,1
2025-10,California,Poway,3
2025-10,California,Rancho Cordova,1
2025-10,California,Rancho Cucamonga,1
2025-10,California,Redding,6
2025-10,California,Redondo Beach,7
2025-10,California,Redwood City,3
2025-10,California,Rialto,8
2025-10,California,Richmond,4
2025-10,California,Riverside,18
2025-10,California,Rocklin,3
2025-10,California,Rosamond,1
2025-10,California,Roseville,3
2025-10,California,Rowland Heights,2
2025-10,California,Sacramento,51
2025-10,California,San Anselmo,1
2025-10,California,San Bernardino,2
2025-10,California,San Bruno,5
2025-10,California,San Carlos,1
2025-10,California,San Clemente,2
2025-10,California,San Diego,84
2025-10,California,San Dimas,2
2025-10,California,San Fernando,2
2025-10,California,San Francisco,143
2025-10,California,San Jacinto,1
2025-10,California,San Jose,127
2025-10,California,San Juan Capistrano,1
2025-10,California,San Leandro,2
2025-10,California,San Luis Obispo,1
2025-10,California,San Marcos,5
2025-10,California,San Mateo,18
2025-10,California,San Pablo,2
2025-10,California,San Pedro,3
2025-10,California,San Rafael,7
2025-10,California,San Ramon,4
2025-10,California,Sanger,1
2025-10,California,Santa Ana,14
2025-10,California,Santa Barbara,5
2025-10,California,Santa Clara,33
2025-10,California,Santa Cruz,8
2025-10,California,Santa Maria,1
2025-10,California,Santa Monica,8
2025-10,California,Santa Paula,1
2025-10,California,Santa Rosa,3
2025-10,California,Santee,1
2025-10,California,Saratoga,1
2025-10,California,Scotts Valley,1
2025-10,California,Sebastopol,1
2025-10,California,Shingle Springs,1
2025-10,California,Simi Valley,2
2025-10,California,Sonoma,1
2025-10,California,South Lake Tahoe,4
2025-10,California,South Pasadena,1
2025-10,California,South San Francisco,2
2025-10,California,Spring Valley,1
2025-10,California,Stanford,1
2025-10,California,Stockton,9
2025-10,California,Studio City,2
2025-10,California,Suisun,2
2025-10,California,Sunnyvale,14
2025-10,California,Tehachapi,2
2025-10,California,Temecula,3
2025-10,California,Thousand Oaks,3
2025-10,California,Torrance,9
2025-10,California,Tracy,1
2025-10,California,Tujunga,3
2025-10,California,Tustin,1
2025-10,California,Ukiah,2
2025-10,California,Union City,2
2025-10,California,Vacaville,1
2025-10,California,Valencia,1
2025-10,California,Van Nuys,3
2025-10,California,Ventura,5
2025-10,California,Victorville,2
2025-10,California,Vista,4
2025-10,California,Walnut Creek,8
2025-10,California,Wasco,1
2025-10,California,West Covina,2
2025-10,California,West Hollywood,1
2025-10,California,West Sacramento,2
2025-10,California,Westminster,1
2025-10,California,Whittier,2
2025-10,California,Windsor,1
2025-10,California,Woodland Hills,2
2025-10,California,Yorba Linda,1
2025-10,California,Yuba City,2
2025-10,California,Yucaipa,1
2025-10,Colorado,Unknown,47
2025-10,Colorado,Arvada,3
2025-10,Colorado,Aurora,12
2025-10,Colorado,Boulder,7
2025-10,Colorado,Brighton,2
2025-10,Colorado,Broomfield,3
2025-10,Colorado,Carbondale,1
2025-10,Colorado,Castle Rock,1
2025-10,Colorado,Centennial,3
2025-10,Colorado,Colorado Springs,12
2025-10,Colorado,Denver,176
2025-10,Colorado,Dillon,1
2025-10,Colorado,Durango,1
2025-10,Colorado,Edwards,1
2025-10,Colorado,Englewood,5
2025-10,Colorado,Fort Collins,13
2025-10,Colorado,Georgetown,1
2025-10,Colorado,Golden,2
2025-10,Colorado,Grand Junction,4
2025-10,Colorado,Hayden,1
2025-10,Colorado,La Junta,1
2025-10,Colorado,Lakewood,4
